Time (s),USB Avg Current (mA),USB Avg Power (mW)
1.8340,566.549,2633.3196
1.8360,569.717,2646.905
1.8380,586.476,2711.8652
1.8400,567.568,2639.1912
1.8420,563.617,2623.0735
1.8440,566.86,2635.8989
1.8460,563.766,2618.1294
1.8480,565.915,2624.7136
1.8500,565.704,2631.6548
1.8520,565.655,2630.2959
1.8540,563.903,2616.51
1.8560,563.841,2622.9883
1.8580,581.917,2701.2588
1.8600,570.699,2654.8916
1.8620,563.369,2623.0461
1.8640,539.714,2518.3054
1.8660,561.48,2606.3901
1.8680,563.617,2623.0735
1.8700,582.389,2683.6482
1.8720,563.319,2614.9268
1.8740,561.878,2614.98
1.8760,561.605,2613.7095
1.8780,561.965,2616.5093
1.8800,560.076,2606.5935
1.8820,563.592,2613.9397
1.8840,562.275,2606.707
1.8860,562.797,2615.8804
1.8880,564.897,2615.4731
1.8900,569.282,2634.637
1.8920,584.899,2704.573
1.8940,564.859,2624.335
1.8960,542.982,2535.7261
1.8980,566.052,2627.6135
1.9000,569.357,2646.3711
1.9020,595.26,2758.4348
1.9040,570.276,2647.2212
1.9060,570.338,2640.665
1.9080,568.114,2640.5938
1.9100,568.972,2645.7197
1.9120,561.195,2612.9241
1.9140,575.742,2670.2915
1.9160,566.226,2632.9509
1.9180,567.506,2636.6328
1.9200,567.58,2630.1658
1.9220,567.232,2637.6289
1.9240,591.458,2737.2676
1.9260,565.245,2630.6501
1.9280,566.425,2631.6104
1.9300,543.081,2528.5852
1.9320,566.611,2635.8745
1.9340,583.458,2689.7415
1.9360,568.363,2633.7939
1.9380,565.704,2630.5234
1.9400,564.425,2624.5762
1.9420,564.785,2627.3796
1.9440,566.139,2631.4138
1.9460,560.524,2594.105
1.9480,563.853,2624.1719
1.9500,567.071,2633.4778
1.9520,565.742,2621.6484
1.9540,566.661,2625.907
1.9560,584.6,2705.5286
1.9580,566.624,2632.5352
1.9600,565.195,2630.4175
1.9620,542.795,2531.5957
1.9640,564.015,2613.6455
1.9660,569.332,2642.8391
1.9680,587.209,2715.2544
1.9700,567.096,2635.8621
1.9720,564.45,2623.5635
1.9740,565.742,2618.2539
1.9760,564.897,2625.6411
1.9780,573.084,2656.8174
1.9800,558.536,2589.373
1.9820,571.481,2651.6719
1.9840,567.319,2634.6294
1.9860,572.338,2656.7932
1.9880,569.158,2631.7866
1.9900,594.676,2741.4565
1.9920,566.065,2628.8059
1.9940,566.76,2632.0334
1.9960,542.721,2535.5925
1.9980,574.14,2668.6025
2.0000,672.658,3056.5581
2.0020,664.956,3056.1379
2.0040,569.121,2640.7212
2.0060,572.811,2652.115
2.0080,568.09,2640.4824
2.0100,588.526,2727.2295
2.0120,555.306,2593.2793
2.0140,571.121,2655.7126
2.0160,569.916,2640.9907
2.0180,573.817,2659.0679
2.0200,568.847,2645.1384
2.0220,603.695,2792.6931
2.0240,565.543,2622.9885
2.0260,566.325,2633.4114
2.0280,543.938,2541.2783
2.0300,567.506,2638.9028
2.0320,586.911,2715.0503
2.0340,571.481,2648.2429
2.0360,566.139,2625.7527
2.0380,566.624,2634.8018
2.0400,565.021,2627.3477
2.0420,567.804,2640.2888
2.0440,579.122,2684.8098
2.0460,546.398,2537.4724
2.0480,565.443,2628.179
2.0500,568.351,2641.6953
2.0520,566.735,2634.1841
2.0540,590.315,2734.3391
2.0560,567.195,2630.6504
2.0580,564.872,2617.6167
2.0600,566.288,2632.1067
2.0620,541.95,2533.0742
2.0640,566.189,2632.7791
2.0660,592.489,2743.2241
2.0680,566.325,2626.6155
2.0700,567.642,2630.4531
2.0720,565.207,2629.3428
2.0740,565.083,2627.636
2.0760,590.477,2737.4514
2.0780,546.1,2551.3792
2.0800,565.158,2618.9421
2.0820,567.083,2633.5334
2.0840,567.108,2637.052
2.0860,568.301,2632.3704
2.0880,583.967,2699.0955
2.0900,564.089,2623.0139
2.0920,564.686,2625.7898
2.0940,546.597,2553.7012
2.0960,557.207,2584.3259
2.0980,587.57,2708.6978
2.1000,566.375,2631.3782
2.1020,565.828,2631.1003
2.1040,564.3,2622.8662
2.1060,563.816,2623.9995
2.1080,566.04,2624.1614
2.1100,587.98,2712.9395
2.1120,541.379,2530.4055
2.1140,563.878,2622.0327
2.1160,565.356,2631.1667
2.1180,565.083,2624.2456
2.1200,586.886,2710.2395
2.1220,564.213,2616.8201
2.1240,565.481,2618.1772
2.1260,565.406,2626.8762
2.1280,542.51,2533.5217
2.1300,575.183,2661.9468
2.1320,579.643,2689.5435
2.1340,571.568,2654.3618
2.1360,571.407,2655.8994
2.1380,568.4,2638.5129
2.1400,568.152,2629.4072
2.1420,591.483,2733.8345
2.1440,548.709,2562.4709
2.1460,568.251,2641.2305
2.1480,567.183,2632.8635
2.1500,568.45,2643.2927
2.1520,592.589,2744.8721
2.1540,567.916,2641.9453
2.1560,565.928,2631.5652
2.1580,566.909,2628.1902
2.1600,549.554,2557.6243
2.1620,560.983,2607.4487
2.1640,585.458,2698.9614
2.1660,566.301,2624.2388
2.1680,566.077,2631.126
2.1700,565.257,2627.3145
2.1720,564.164,2623.3625
2.1740,586.315,2713.4658
2.1760,565.903,2626.9219
2.1780,541.926,2523.2078
2.1800,566.176,2632.7185
2.1820,565.779,2632.0039
2.1840,572.189,2643.5132
2.1860,583.085,2697.3513
2.1880,565.493,2619.3635
2.1900,564.437,2624.6321
2.1920,566.363,2632.4551
2.1940,540.944,2515.3894
2.1960,593.098,2732.9956
2.1980,566.164,2629.2656
2.2000,567.121,2633.7097
2.2020,566.089,2627.7852
2.2040,569.108,2640.6609
2.2060,582.886,2697.5962
2.2080,575.656,2660.6821
2.2100,545.379,2548.0107
2.2120,572.898,2663.9758
2.2140,570.338,2648.6497
2.2160,571.953,2646.9983
2.2180,593.931,2740.3977
2.2200,574.289,2668.1467
2.2220,569.431,2643.2991
2.2240,575.233,2673.6826
2.2260,544.622,2545.5632
2.2280,587.669,2716.2063
2.2300,567.282,2637.8613
2.2320,567.94,2630.698
2.2340,566.971,2630.7454
2.2360,567.878,2641.7683
2.2380,568.462,2643.3481
2.2400,639.5,2935.3052
2.2420,548.808,2564.0308
2.2440,553.964,2578.1482
2.2460,565.63,2622.2607
2.2480,565.518,2629.6587
2.2500,590.03,2731.8391
2.2520,564.599,2626.5144
2.2540,564.45,2623.5635
2.2560,565.294,2625.2253
2.2580,563.704,2625.7332
2.2600,584.402,2705.7812
2.2620,572.45,2658.458
2.2640,567.245,2627.4788
2.2660,566.661,2621.3738
2.2680,566.412,2627.0188
2.2700,569.282,2643.7456
2.2720,597.993,2754.3557
2.2740,569.767,2643.719
2.2760,544.336,2543.1377
2.2780,568.636,2645.2947
2.2800,569.941,2649.0854
2.2820,588.874,2724.1311
2.2840,570.326,2647.4534
2.2860,569.245,2636.7429
2.2880,565.269,2630.7617
2.2900,566.226,2631.8184
2.2920,544.51,2535.2388
2.2940,589.135,2719.4473
2.2960,566.475,2626.178
2.2980,566.835,2634.6492
2.3000,566.412,2633.8157
2.3020,565.592,2630.0027
2.3040,589.098,2729.8801
2.3060,566.599,2635.8186
2.3080,545.591,2549.0012
2.3100,562.064,2610.2253
2.3120,565.729,2620.4568
2.3140,569.705,2636.5947
2.3160,589.47,2733.9617
2.3180,566.027,2632.0254
2.3200,564.835,2628.7422
2.3220,576.525,2672.77
2.3240,568.201,2631.907
2.3260,566.537,2626.4656
2.3280,568.5,2642.3879
2.3300,569.146,2644.2522
2.3320,568.462,2642.2112
2.3340,569.146,2646.5291
2.3360,573.208,2649.3674
2.3380,586.973,2712.9895
2.3400,568.736,2640.0728
2.3420,544.249,2543.8198
2.3440,566.661,2633.8403
2.3460,569.257,2647.0452
2.3480,588.7,2713.9072
2.3500,569.431,2637.6045
2.3520,567.667,2638.5161
2.3540,567.394,2637.2471
2.3560,568.897,2644.2329
2.3580,557.455,2592.1658
2.3600,580.55,2691.4299
2.3620,568.524,2632.2661
2.3640,569.083,2639.407
2.3660,569.406,2646.5989
2.3680,568.127,2640.6543
2.3700,587.595,2717.0393
2.3720,566.897,2631.5359
2.3740,568.388,2631.6365
2.3760,544.82,2545.3989
2.3780,568.413,2640.8469
2.3800,585.458,2701.3032
2.3820,572.947,2658.4741
2.3840,567.468,2636.4563
2.3860,566.86,2633.6313
2.3880,567.183,2630.5947
2.3900,568.177,2629.5229
2.3920,563.17,2614.2351
2.3940,566.934,2633.9753
2.3960,568.351,2628.0552
2.3980,573.047,2652.0613
2.4000,568.375,2639.5334
2.4020,594.9,2748.438
2.4040,569.32,2630.2583
2.4060,651.166,2966.7124
2.4080,632.369,2878.5437
2.4100,676.323,3065.0959
2.4120,652.445,2971.2346
2.4140,676.013,3058.283
2.4160,651.116,2975.6003
2.4180,673.752,3066.9192
2.4200,638.456,2925.4053
2.4220,645.774,2944.7292
2.4240,638.469,2915.2495
2.4260,640.071,2930.2451
2.4280,649.426,2961.3826
2.4300,664.956,3014.9104
2.4320,651.017,2968.6377
2.4340,675.826,3053.3818
2.4360,727.384,3293.5945
2.4380,653.886,2988.259
2.4400,636.27,2923.0244
2.4420,622.778,2856.0601
2.4440,637.487,2915.8655
2.4460,662.918,3022.9062
2.4480,658.856,3001.7483
2.4500,631.946,2885.4653
2.4520,641.475,2927.6919
2.4540,638.792,2923.1123
2.4560,655.079,2981.9194
2.4580,623.722,2860.3889
2.4600,636.754,2915.0601
2.4620,634.754,2904.6345
2.4640,636.68,2914.7209
2.4660,641.326,2937.2729
2.4680,671.478,3047.1675
2.4700,636.431,2899.5798
2.4720,633.549,2897.853
2.4740,608.565,2794.5305
2.4760,642.668,2924.1396
2.4780,659.266,2994.386
2.4800,640.742,2930.7539
2.4820,636.059,2910.6062
2.4840,645.774,2949.8955
2.4860,639.922,2920.604
2.4880,646.209,2941.5432
2.4900,640.407,2939.4683
2.4920,650.023,2964.105
2.4940,645.563,2950.2229
2.4960,639.301,2929.2771
2.4980,644.233,2941.5676
2.5000,666.31,3025.0474
2.5020,637.14,2911.73
2.5040,643.948,2942.8425
2.5060,617.162,2829.0706
2.5080,640.643,2930.301
2.5100,656.657,2991.7292
2.5120,643.016,2936.011
2.5140,637.562,2912.3831
2.5160,635.177,2898.948
2.5180,633.176,2901.2124
2.5200,647.178,2939.4822
2.5220,659.887,3010.4045
2.5240,618.343,2833.2476
2.5260,640.544,2927.2861
2.5280,654.818,2971.5642
2.5300,647.463,2956.3162
2.5320,651.613,2967.4453
2.5340,637.003,2902.1858
2.5360,680.001,3088.5642
2.5380,644.171,2941.2849
2.5400,628.431,2883.2415
2.5420,643.19,2935.5193
2.5440,665.962,3024.7991
2.5460,638.394,2911.0764
2.5480,642.395,2929.3213
2.5500,645.563,2939.8938
2.5520,638.27,2919.447
2.5540,670.907,3049.9431
2.5560,675.329,3080.8506
2.5580,648.047,2961.575
2.5600,650.582,2964.0515
2.5620,647.96,2955.9934
2.5640,661.229,3013.8818
2.5660,668.757,3037.4941
2.5680,652.545,2976.9102
2.5700,649.203,2964.261
2.5720,620.554,2844.6196
2.5740,643.339,2927.1926
2.5760,672.559,3046.6926
2.5780,647.948,2961.1226
2.5800,642.494,2925.9177
2.5820,654.52,2984.6113
2.5840,637.997,2918.1982
2.5860,665.49,3021.3245
2.5880,624.455,2864.9995
2.5900,628.977,2868.135
2.5920,633.176,2899.946
2.5940,645.463,2944.6021
2.5960,655.551,2990.6235
2.5980,659.34,2996.0413
2.6000,643.687,2931.3506
2.6020,631.611,2888.9888
2.6040,642.246,2937.6331
2.6060,632.58,2898.4814
2.6080,658.98,2994.405
2.6100,643.264,2925.5645
2.6120,640.929,2923.918
2.6140,642.718,2935.9358
2.6160,646.73,2956.8496
2.6180,650.035,2962.8594
2.6200,658.409,2983.9097
2.6220,626.555,2872.1282
2.6240,637.251,2918.6094
2.6260,642.072,2932.9849
2.6280,643.736,2944.4485
2.6300,655.849,2974.9309
2.6320,639.401,2919.5049
2.6340,638.804,2920.6121
2.6360,640.842,2931.2112
2.6380,630.729,2897.5688
2.6400,643.239,2929.3103
2.6420,660.67,2991.5137
2.6440,643.885,2942.5547
2.6460,640.096,2922.6785
2.6480,638.171,2924.0994
2.6500,629.598,2881.0408
2.6520,653.004,2968.5564
2.6540,630.965,2892.3438
2.6560,610.578,2809.8801
2.6580,629.536,2884.5339
2.6600,632.903,2892.3669
2.6620,643.923,2933.7131
2.6640,676.261,3071.5774
2.6660,638.295,2918.2847
2.6680,641.227,2934.2549
2.6700,639.189,2909.5884
2.6720,619.921,2842.9578
2.6740,663.403,3009.196
2.6760,642.606,2926.4277
2.6780,642.295,2930.1497
2.6800,650.992,2968.5234
2.6820,629.872,2886.0735
2.6840,636.68,2909.6277
2.6860,659.166,2995.2505
2.6880,610.553,2802.4382
2.6900,642.916,2935.5544
2.6920,631.909,2889.0879
2.6940,631.623,2895.3599
2.6960,654.359,2985.1855
2.6980,631.549,2897.5466
2.7000,627.834,2870.457
2.7020,629.052,2881.0581
2.7040,618.305,2847.9128
2.7060,649.923,2963.6487
2.7080,649.811,2942.344
2.7100,625.536,2872.4614
2.7120,625.238,2866.0911
2.7140,625.362,2860.4058
2.7160,625.772,2872.2935
2.7180,664.297,3029.1943
2.7200,633.437,2896.074
2.7220,621.436,2858.6055
2.7240,632.878,2898.5811
2.7260,632.592,2899.8018
2.7280,655.154,2986.1919
2.7300,640.606,2921.1633
2.7320,631.027,2887.5796
2.7340,642.072,2936.8374
2.7360,705.332,3195.1541
2.7380,656.421,2994.5925
2.7400,680.175,3079.8323
2.7420,638.967,2920.0791
2.7440,649.663,2970.2593
2.7460,692.075,3126.7949
2.7480,687.081,3102.8577
2.7500,712.673,3194.2002
2.7520,696.386,3150.4504
2.7540,706.436,3183.2004
2.7560,742.662,3306.3313
2.7580,751.545,3341.3691
2.7600,777.049,3446.9893
2.7620,767.421,3411.9539
2.7640,662.372,3017.7671
2.7660,652.396,2978.8401
2.7680,733.829,3287.554
2.7700,549.223,2564.8716
2.7720,585.709,2700.1184
2.7740,634.246,2897.2356
2.7760,629.264,2884.5461
2.7780,706.101,3198.6377
2.7800,649.613,2967.4319
2.7820,678.385,3067.657
2.7840,645.29,2948.9753
2.7860,618.195,2843.697
2.7880,632.929,2900.0806
2.7900,644.98,2935.949
2.7920,634.296,2891.1213
2.7940,746.637,3334.481
2.7960,697.38,3156.3418
2.7980,745.594,3329.8228
2.8000,652.471,2972.658
2.8020,660.434,2997.0496
2.8040,662.111,3002.0112
2.8060,664.074,2996.3018
2.8080,648.719,2959.4558
2.8100,569.447,2645.6509
2.8120,568.988,2640.1042
2.8140,590.268,2723.4966
2.8160,572.988,2657.5183
2.8180,568.69,2638.7214
2.8200,620.991,2834.2031
2.8220,629.264,2874.4778
2.8240,681.069,3086.6047
2.8260,718.027,3215.325
2.8280,673.503,3055.0095
2.8300,663.925,3028.8257
2.8320,656.955,2995.7148
2.8340,665.639,3035.3137
2.8360,755.023,3362.8726
2.8380,573.535,2658.9082
2.8400,573.671,2654.9495
2.8420,573.845,2664.936
2.8440,571.982,2648.2766
2.8460,573.199,2650.4722
2.8480,593.088,2747.1836
2.8500,596.865,2764.6787
2.8520,549.819,2567.6545
2.8540,568.143,2624.8206
2.8560,570.441,2645.7053
2.8580,591.846,2735.5125
2.8600,569.982,2648.1362
2.8620,568.304,2633.5208
2.8640,566.901,2623.6177
2.8660,565.969,2626.0959
2.8680,584.355,2712.5759
2.8700,552.192,2573.2146
2.8720,568.18,2639.7642
2.8740,567.932,2639.7478
2.8760,569.534,2638.0815
2.8780,568.118,2629.25
2.8800,593.188,2739.342
2.8820,566.093,2630.0681
2.8840,566.926,2632.8044
2.8860,542.055,2532.481
2.8880,566.13,2632.5046
2.8900,587.486,2717.7102
2.8920,574.355,2654.6689
2.8940,568.031,2631.1196
2.8960,567.87,2637.1882
2.8980,565.671,2629.2388
2.9000,566.926,2630.5366
2.9020,569.211,2649.1079
2.9040,566.95,2631.782
2.9060,567.745,2629.7949
2.9080,568.652,2630.584
2.9100,570.242,2647.0635
2.9120,586.641,2712.6279
2.9140,571.361,2654.5432
2.9160,567.013,2633.2085
2.9180,563.609,2617.4001
2.9200,544.44,2531.646
2.9220,568.864,2642.9421
2.9240,589.809,2724.9177
2.9260,570.218,2649.2329
2.9280,568.839,2634.8621
2.9300,567.609,2629.1648
2.9320,566.54,2631.0117
2.9340,584.169,2698.8608
2.9360,548.229,2549.2649
2.9380,566.006,2629.6638
2.9400,571.236,2648.2502
2.9420,569.261,2641.3708
2.9440,571.895,2653.5928
2.9460,593.362,2736.5854
2.9480,569.733,2632.1663
2.9500,567.621,2634.8967
2.9520,601.101,2765.0647
2.9540,571.398,2645.5728
2.9560,601.449,2775.0854
2.9580,574.106,2666.1484
2.9600,575.15,2669.8464
2.9620,574.715,2670.126
2.9640,577.001,2679.5925
2.9660,575.746,2665.7039
2.9680,566.752,2636.5303
2.9700,568.714,2642.2451
2.9720,572.205,2655.0312
2.9740,571.05,2640.5352
2.9760,572.267,2647.3071
2.9780,589.995,2719.877
2.9800,571.385,2652.3694
2.9820,569.261,2641.3708
2.9840,556.279,2587.8098
2.9860,556.788,2587.9507
2.9880,587.846,2720.5513
2.9900,570.975,2643.6143
2.9920,570.28,2642.6775
2.9940,568.304,2641.4771
2.9960,567.224,2637.5916
2.9980,571.1,2638.4819
3.0000,586.243,2703.7527
3.0020,543.744,2537.1096
3.0040,567.957,2636.4563
3.0060,571.361,2649.9724
3.0080,569.249,2641.3154
3.0100,588.492,2715.302
3.0120,568.739,2637.8115
3.0140,572.789,2660.0322
3.0160,573.249,2662.1685
3.0180,548.129,2560.8589
3.0200,583.61,2691.6091
3.0220,596.666,2753.0168
3.0240,573.808,2660.1738
3.0260,574.23,2666.7241
3.0280,573.348,2662.6282
3.0300,570.019,2641.4678
3.0320,595.387,2755.4509
3.0340,545.906,2548.2893
3.0360,568.354,2642.8462
3.0380,571.211,2653.8462
3.0400,571.46,2648.1458
3.0420,591.523,2729.2871
3.0440,573.125,2663.8848
3.0460,568.677,2636.3867
3.0480,569.659,2639.7998
3.0500,547.546,2558.135
3.0520,575.497,2668.0042
3.0540,592.467,2738.3826
3.0560,570.18,2651.3369
3.0580,570.951,2646.929
3.0600,568.143,2639.5923
3.0620,567.435,2636.303
3.0640,586.181,2704.6392
3.0660,558.764,2593.7825
3.0680,548.738,2550.5339
3.0700,571,2649.4399
3.0720,568.466,2641.093
3.0740,574.305,2663.6265
3.0760,593.946,2746.4062
3.0780,573.038,2657.7502
3.0800,567.845,2635.9365
3.0820,573.721,2660.918
3.0840,544.949,2541.6421
3.0860,590.778,2721.1235
3.0880,570.329,2634.9199
3.0900,578.206,2685.1887
3.0920,572.851,2661.4658
3.0940,576.355,2668.5237
3.0960,589.635,2721.7554
3.0980,585.088,2714.8083
3.1000,549.583,2567.6519
3.1020,570.416,2650.1528
3.1040,572.963,2664.2781
3.1060,572.516,2657.6194
3.1080,591.039,2727.054
3.1100,576.479,2676.0156
3.1120,569.795,2649.5466
3.1140,572.168,2657.1484
3.1160,547.856,2549.7217
3.1180,589.734,2716.3147
3.1200,587.287,2713.2659
3.1220,569.572,2643.9534
3.1240,568.677,2631.8372
3.1260,568.615,2636.0991
3.1280,569.944,2646.8198
3.1300,589.958,2726.7861
3.1320,549.931,2565.978
3.1340,559.31,2600.7915
3.1360,567.758,2640.0747
3.1380,568.367,2641.7698
3.1400,596.157,2759.0144
3.1420,569.062,2646.1384
3.1440,566.69,2631.7085
3.1460,567.41,2625.9731
3.1480,568.454,2635.3528
3.1500,546.626,2549.4636
3.1520,591.759,2742.2109
3.1540,568.317,2641.5374
3.1560,570.652,2651.249
3.1580,568.826,2640.4902
3.1600,568.342,2633.6965
3.1620,589.548,2720.1743
3.1640,570.056,2648.4802
3.1660,542.986,2537.9165
3.1680,566.031,2632.0442
3.1700,574.454,2670.062
3.1720,573.274,2650.8188
3.1740,590.964,2730.2537
3.1760,568.652,2638.5452
3.1780,566.876,2635.9734
3.1800,569.211,2643.416
3.1820,545.844,2548
3.1840,586.206,2709.4443
3.1860,568.218,2638.8044
3.1880,570.292,2638.1707
3.1900,570.056,2638.2192
3.1920,568.28,2639.0925
3.1940,573.858,2652.3716
3.1960,585.299,2713.4463
3.1980,566.876,2635.9734
3.2000,543.868,2530.0737
3.2020,567.559,2627.7983
3.2040,570.044,2645.0042
3.2060,588.455,2713.9546
3.2080,567.795,2636.8398
3.2100,568.193,2638.6882
3.2120,568.416,2629.4924
3.2140,567.522,2628.7617
3.2160,554.863,2579.0029
3.2180,579.137,2686.0376
3.2200,581.1,2690.4929
3.2220,568.019,2636.7441
3.2240,568.578,2629.1047
3.2260,567.895,2629.354
3.2280,589.983,2724.5413
3.2300,567.05,2633.3801
3.2320,544.8,2540.9473
3.2340,566.081,2630.0122
3.2360,569.559,2641.6147
3.2380,590.866,2728.6194
3.2400,578.617,2688.2546
3.2420,573.002,2663.3132
3.2440,572.816,2656.7205
3.2460,569.437,2643.3267
3.2480,553.175,2580.0081
3.2500,587.997,2723.6021
3.2520,569.996,2642.5015
3.2540,570.294,2637.0396
3.2560,571.971,2652.8015
3.2580,570.828,2649.7837
3.2600,592.158,2738.1387
3.2620,569.648,2646.5847
3.2640,569.437,2647.8821
3.2660,546.629,2553.8508
3.2680,571.114,2654.5378
3.2700,581.475,2689.9031
3.2720,593.798,2737.4087
3.2740,571.412,2654.78
3.2760,567.449,2631.8284
3.2780,566.679,2624.8572
3.2800,568.021,2636.7537
3.2820,561.946,2608.5535
3.2840,567.462,2635.2935
3.2860,568.132,2640.6775
3.2880,568.778,2636.855
3.2900,567.66,2625.9949
3.2920,585.599,2707.8098
3.2940,571.114,2645.4001
3.2960,571.449,2637.8086
3.2980,544.989,2539.6487
3.3000,570.903,2648.99
3.3020,568.145,2635.0566
3.3040,594.27,2741.9617
3.3060,569.486,2642.415
3.3080,573.561,2663.6172
3.3100,571.114,2654.5378
3.3120,576.89,2681.3848
3.3140,575.586,2671.8704
3.3160,576.866,2669.7358
3.3180,572.741,2659.8093
3.3200,593.189,2746.4653
3.3220,572.48,2648.2922
3.3240,573.437,2659.6008
3.3260,590.046,2724.8325
3.3280,572.008,2655.2612
3.3300,563.784,2628.3611
3.3320,549.834,2555.6282
3.3340,570.393,2638.6379
3.3360,595.413,2748.4265
3.3380,572.642,2654.7686
3.3400,570.095,2639.5398
3.3420,567.822,2639.2366
3.3440,567.3,2637.9451
3.3460,575.735,2663.3501
3.3480,562.182,2624.2656
3.3500,566.592,2631.2532
3.3520,569.4,2637.4609
3.3540,569.039,2642.6172
3.3560,568.58,2632.5256
3.3580,592.904,2740.4023
3.3600,566.53,2634.3647
3.3620,567.797,2636.8494
3.3640,542.827,2538.2593
3.3660,565.797,2624.1665
3.3680,586.282,2703.9326
3.3700,574.605,2665.0178
3.3720,569.462,2635.47
3.3740,568.977,2629.8118
3.3760,567.946,2635.2693
3.3780,573.598,2659.2004
3.3800,571.623,2653.4741
3.3820,568.48,2635.4734
3.3840,572.344,2660.2546
3.3860,574.257,2669.1465
3.3880,573.76,2657.6562
3.3900,591.711,2726.6042
3.3920,570.952,2654.927
3.3940,572.157,2658.2412
3.3960,555.163,2592.6113
3.3980,560.579,2598.8442
3.4000,574.282,2661.2227
3.4020,593.425,2742.8103
3.4040,572.878,2651.2793
3.4060,570.778,2651.8347
3.4080,569.809,2647.3328
3.4100,569.412,2647.7659
3.4120,590.407,2721.7764
3.4140,546.952,2548.7964
3.4160,567.847,2634.8098
3.4180,567.834,2627.9355
3.4200,570.766,2647.2126
3.4220,588.394,2724.2642
3.4240,574.816,2668.2959
3.4260,566.766,2633.1948
3.4280,567.636,2631.5605
3.4300,541.895,2520.8955
3.4320,566.306,2631.0579
3.4340,593.512,2746.7734
3.4360,567.822,2639.2366
3.4380,568.281,2634.5508
3.4400,567.598,2626.8435
3.4420,566.12,2629.0613
3.4440,585.524,2708.634
3.4460,550.008,2560.8374
3.4480,566.915,2635.0208
3.4500,567.71,2636.4453
3.4520,568.778,2642.5427
3.4540,573.611,2651.2302
3.4560,592.531,2731.5681
3.4580,569.499,2643.6145
3.4600,567.002,2633.1575
3.4620,556.182,2590.6958
3.4640,567.623,2637.1763
3.4660,591.289,2728.2073
3.4680,573.201,2663.0918
3.4700,579.561,2684.5264
3.4720,572.48,2648.2922
3.4740,576.89,2675.616
3.4760,573.437,2663.0415
3.4780,596.966,2754.4011
3.4800,548.616,2562.0369
3.4820,571.648,2651.3035
3.4840,643.949,2933.8318
3.4860,644.794,2942.8398
3.4880,592.506,2727.8977
3.4900,572.195,2645.8298
3.4920,568.592,2638.2666
3.4940,571.872,2653.4861
3.4960,546.293,2549.0032
3.4980,574.257,2656.5129
3.5000,589.04,2724.8989
3.5020,572.307,2646.3477
3.5040,570.555,2647.375
3.5060,575.971,2671.3535
3.5080,568.294,2640.2939
3.5100,590.804,2724.7881
3.5120,547.337,2544.0222
3.5140,568.592,2637.1296
3.5160,570.095,2647.521
3.5180,572.456,2656.1958
3.5200,584.406,2699.9556
3.5220,586.953,2711.7229
3.5240,569.25,2639.043
3.5260,572.083,2654.4651
3.5280,566.381,2638.2026
3.5300,545.945,2545.1958
3.5320,590.928,2718.2686
3.5340,573.151,2654.8354
3.5360,572.456,2657.3408
3.5380,572.443,2657.2805
3.5400,569.834,2647.4487
3.5420,586.866,2707.7998
3.5440,580.916,2686.1558
3.5460,545.684,2548.3445
3.5480,568.468,2639.9656
3.5500,572.505,2659.8582
3.5520,570.754,2647.1572
3.5540,596.804,2747.6858
3.5560,570.617,2653.3691
3.5580,569.747,2642.4866
3.5600,611.091,2792.686
3.5620,546.815,2554.7197
3.5640,586.071,2708.8203
3.5660,574.89,2670.939
3.5680,570.667,2653.6016
3.5700,572.654,2652.5332
3.5720,569.35,2637.229
3.5740,570.108,2647.5815
3.5760,590.22,2725.6357
3.5780,552.877,2581.9358
3.5800,557.163,2593.0366
3.5820,568.368,2632.6804
3.5840,570.021,2646.0376
3.5860,594.27,2746.7161
3.5880,572.89,2661.647
3.5900,569.4,2648.8489
3.5920,567.909,2636.2336
3.5940,569.201,2637.6772
3.5960,546.827,2554.7759
3.5980,590.717,2730.2939
3.6000,569.524,2649.4255
3.6020,568.679,2642.0828
3.6040,568.294,2642.5671
3.6060,568.592,2638.2666
3.6080,585.562,2693.5852
3.6100,567.896,2637.3091
3.6120,542.43,2535.3176
3.6140,565.735,2630.6677
3.6160,568.741,2641.2334
3.6180,572.418,2648.0059
3.6200,596.556,2758.4751
3.6220,568.356,2634.8987
3.6240,570.816,2637.1697
3.6260,569.077,2634.8267
3.6280,546.579,2549.2444
